age,4.2,3.1,3.3,4.3,5.4
1,0.00548482,0,1,1,0
2,0.00353847,0,0.99451518,0.99451518,0
3,0.00133912,0,0.99097671,0.99097671,0
4,0.00022902,0.00000012,0.98963759,0.98963759,0
5,0.00019983,0.00000037,0.98940845,0.98940857,0.00000012
6,0.00017065,0.00000061,0.98920825,0.98920874,0.0000005
7,0.00014149,0.00000086,0.98903699,0.98903809,0.00000111
8,0.00011707,0.00000113,0.98889464,0.9888966,0.00000198
9,0.00012101,0.00000161,0.98877644,0.98877953,0.00000312
10,0.00012967,0.00000212,0.98865382,0.98865848,0.0000047
11,0.00013832,0.00000262,0.98852204,0.98852872,0.00000676
12,0.00014698,0.00000313,0.9883811,0.98839027,0.00000928
13,0.00016565,0.00000367,0.98823099,0.98824311,0.00001227
14,0.00024442,0.0000044,0.98806167,0.98807725,0.00001576
15,0.00033315,0.00000516,0.98781286,0.98783259,0.00001998
16,0.00042178,0.00000592,0.98747456,0.98749918,0.00002494
17,0.00051031,0.00000668,0.98704686,0.98707712,0.00003065
18,0.00060157,0.00000749,0.98652988,0.98656651,0.00003712
19,0.00070993,0.00000859,0.98592084,0.98596455,0.00004433
20,0.00082092,0.00000974,0.98520235,0.98525381,0.00005222
21,0.00093164,0.00001089,0.98437174,0.98443159,0.0000608
22,0.00104204,0.00001203,0.98342927,0.98349816,0.00007005
23,0.00114182,0.00001344,0.98237529,0.98245386,0.00007998
24,0.00117976,0.00001649,0.98122012,0.98130926,0.00009083
25,0.00120733,0.00001981,0.98002399,0.98012604,0.00010412
26,0.00123479,0.00002311,0.97879698,0.97891455,0.00012009
27,0.00126214,0.00002641,0.97753924,0.97767489,0.00013875
28,0.00128958,0.00002986,0.97625088,0.97640719,0.00016009
29,0.00131813,0.00003427,0.97493166,0.97511125,0.00018418
30,0.00134675,0.00003882,0.97357952,0.97378538,0.0002114
31,0.00137525,0.00004336,0.97219425,0.97242941,0.00024182
32,0.00140363,0.00004789,0.97077599,0.97104346,0.00027545
33,0.00143396,0.00005305,0.96932489,0.96962768,0.00031228
34,0.00147666,0.00006211,0.96783836,0.96818007,0.00035294
35,0.00152124,0.00007179,0.96630015,0.96668805,0.00040127
36,0.0015656,0.00008143,0.96470777,0.96514972,0.00045791
37,0.00160973,0.00009104,0.96306151,0.96356531,0.00052285
38,0.00166122,0.00010134,0.96136163,0.96193504,0.0005961
39,0.0017579,0.00011595,0.95960013,0.96025134,0.00067816
40,0.00186158,0.00013123,0.95772756,0.95846761,0.00077212
41,0.00196464,0.00014643,0.95573628,0.95657661,0.00087848
42,0.00206703,0.00016154,0.95362706,0.954579,0.00099724
43,0.00218432,0.00017817,0.95140068,0.95247546,0.00112841
44,0.00239407,0.00020427,0.94904081,0.95025041,0.00127293
45,0.00261767,0.00023178,0.94644571,0.94780717,0.00143642
46,0.00283934,0.00025907,0.94360026,0.94513123,0.00161985
47,0.0030589,0.00028613,0.94050674,0.9422246,0.0018232
48,0.00329412,0.00031701,0.93716763,0.93908946,0.00204649
49,0.00363388,0.00037196,0.93356364,0.93570983,0.00229365
50,0.00398724,0.00043037,0.92956666,0.93197887,0.00258827
51,0.00433579,0.00048809,0.92516006,0.92788273,0.00293429
52,0.00467914,0.00054504,0.92034975,0.92342636,0.00333173
53,0.00503854,0.00059691,0.9151422,0.91861511,0.0037806
54,0.00552062,0.00062248,0.90952705,0.91343275,0.00427585
55,0.0060147,0.00064313,0.90340898,0.90775444,0.00478704
56,0.00649819,0.00066308,0.89678153,0.90156806,0.00530912
57,0.0069703,0.0006823,0.8896565,0.89488452,0.00584211
58,0.00744623,0.0007035,0.88204653,0.88771551,0.00638602
59,0.00800376,0.00074014,0.87394644,0.88005689,0.00694325
60,0.00856005,0.00077819,0.86526045,0.87182356,0.00752802
61,0.00909789,0.00081481,0.85598929,0.86301661,0.00814274
62,0.00961628,0.00084994,0.8461536,0.85365505,0.00878745
