age,4.2,3.1,3.3,4.3,5.4
1,0.00548482,0,1,1,0
2,0.00353847,0,0.99451518,0.99451518,0
3,0.00133912,0,0.99097671,0.99097671,0
4,0.00022902,0,0.98963759,0.98963759,0
5,0.00019983,0,0.98940857,0.98940857,0
6,0.00017065,0,0.98920874,0.98920874,0
7,0.00014149,0,0.98903809,0.98903809,0
8,0.00011707,0.00000001,0.9888966,0.9888966,0
9,0.00012105,0.00000004,0.98877952,0.98877953,0.00000001
10,0.00012975,0.00000009,0.98865843,0.98865848,0.00000005
11,0.00013846,0.00000013,0.98852858,0.98852872,0.00000014
12,0.00014715,0.00000018,0.98839,0.98839027,0.00000027
13,0.00016586,0.00000023,0.98824267,0.98824311,0.00000045
14,0.00024459,0.00000033,0.98807658,0.98807725,0.00000068
15,0.00033328,0.00000043,0.98783166,0.98783259,0.00000094
16,0.00042187,0.00000054,0.98749795,0.98749918,0.00000125
17,0.00051035,0.00000065,0.98707554,0.98707712,0.0000016
18,0.00060162,0.00000078,0.98656454,0.98656651,0.000002
19,0.00071023,0.0000011,0.98596214,0.98596455,0.00000245
20,0.00082152,0.00000144,0.98525082,0.98525381,0.00000304
21,0.00093253,0.00000178,0.98442787,0.98443159,0.00000378
22,0.00104322,0.00000212,0.98349357,0.98349816,0.00000468
23,0.00114332,0.00000245,0.98244824,0.98245386,0.00000572
24,0.00118175,0.00000273,0.98130247,0.98130926,0.00000692
25,0.00120983,0.00000301,0.98011799,0.98012604,0.00000821
26,0.00123781,0.00000329,0.97890516,0.97891455,0.00000959
27,0.00126567,0.00000356,0.97766408,0.97767489,0.00001107
28,0.00129368,0.00000395,0.97639486,0.97640719,0.00001263
29,0.00132317,0.00000499,0.97509724,0.97511125,0.00001436
30,0.00135281,0.00000614,0.9737691,0.97378538,0.00001672
31,0.00138231,0.00000728,0.97241018,0.97242941,0.00001977
32,0.00141168,0.00000843,0.97102062,0.97104346,0.00002353
33,0.00144299,0.00000962,0.96960055,0.96962768,0.00002798
34,0.00148659,0.00001115,0.96814799,0.96818007,0.00003314
35,0.00153204,0.00001273,0.9666503,0.96668805,0.00003905
36,0.00157728,0.00001431,0.96510559,0.96514972,0.00004572
37,0.00162228,0.00001588,0.96351409,0.96356531,0.00005316
38,0.00167475,0.00001773,0.96187602,0.96193504,0.00006135
39,0.00177307,0.00002132,0.96018366,0.96025134,0.00007048
40,0.00187852,0.00002518,0.9583894,0.95846761,0.00008159
41,0.00198332,0.00002902,0.95648588,0.95657661,0.00009485
42,0.00208745,0.00003284,0.95447374,0.954579,0.00011027
43,0.00220727,0.00003667,0.9523537,0.95247546,0.00012784
44,0.00242439,0.00004063,0.95011007,0.95025041,0.00014769
45,0.00265612,0.00004458,0.94764544,0.94780717,0.00017063
46,0.00288586,0.00004849,0.94494523,0.94513123,0.00019679
47,0.00311343,0.00005237,0.94201149,0.9422246,0.00022618
48,0.00335657,0.00005657,0.93884644,0.93908946,0.00025878
49,0.003704,0.00006286,0.93543423,0.93570983,0.00029454
50,0.00406491,0.00006943,0.93166853,0.93197887,0.00033299
51,0.00442092,0.00007591,0.92753563,0.92788273,0.00037408
52,0.00477161,0.0000823,0.92304056,0.92342636,0.00041779
53,0.00513875,0.00008916,0.91818875,0.91861511,0.00046414
54,0.00563151,0.00009937,0.91296335,0.91343275,0.00051388
55,0.00613658,0.00010995,0.90723553,0.90775444,0.00057164
56,0.00663084,0.00012032,0.9009927,0.90156806,0.00063818
57,0.00711347,0.00013047,0.89424602,0.89488452,0.0007135
58,0.00760021,0.00014021,0.88700745,0.88771551,0.00079761
59,0.00817157,0.00014881,0.87927345,0.88005689,0.00089022
60,0.00874183,0.00015698,0.87096075,0.87182356,0.00098966
61,0.00929321,0.00016486,0.86207106,0.86301661,0.00109564
62,0.00982468,0.00017242,0.85262369,0.85365505,0.00120817
63,0.01035345,0.00018077,0.84263905,0.84375892,0.00132725
