age,4.2,3.1,3.3,4.3,5.4,,,,,,,,,,,
77,0.02128107,0.00251738,0.61852235,0.62722401,0.01387329,,,76,<=,Age,<,77,6185224,6272240,87017,0.01387329
78,0.02228736,0.00251664,0.59502926,0.60398122,0.01482157,,,77,<=,Age,<,78,5950293,6039812,89520,0.01482157
79,0.02418195,0.00246383,0.57056625,0.57970692,0.01576775,,,78,<=,Age,<,79,5705662,5797069,91407,0.01576775
80,0.02591082,0.00239188,0.54431277,0.55353693,0.01666405,,,79,<=,Age,<,80,5443128,5535369,92242,0.01666405
81,0.02726937,0.00230848,0.51645285,0.52565312,0.01750255,,,80,<=,Age,<,81,5164529,5256531,92003,0.01750255
82,0.02825582,0.00221501,0.48736306,0.4964396,0.01828327,,,81,<=,Age,<,82,4873631,4964396,90765,0.01828327
83,0.02909116,0.00210565,0.45741917,0.46628143,0.01900624,,,82,<=,Age,<,83,4574192,4662814,88623,0.01900624
84,0.03072522,0.00194639,0.42678505,0.43534695,0.01966683,,,83,<=,Age,<,84,4267851,4353469,85619,0.01966683
85,0.03188578,0.00177636,0.39472668,0.40287983,0.02023718,,,84,<=,Age,<,85,3947267,4028798,81532,0.02023718
86,0.03236893,0.00160598,0.36171759,0.36936808,0.02071237,,,85,<=,Age,<,86,3617176,3693681,76505,0.02071237
87,0.03222203,0.00143833,0.32841943,0.33549572,0.02109205,,,86,<=,Age,<,87,3284194,3354957,70763,0.02109205
88,0.03166942,0.00127024,0.29544344,0.30189673,0.02137585,,,87,<=,Age,<,88,2954434,3018967,64533,0.02137585
89,0.03141788,0.00107766,0.26318383,0.2689827,0.0215585,,,88,<=,Age,<,89,2631838,2689827,57989,0.0215585
90,0.0305199,0.00089542,0.23136669,0.23647703,0.02161028,,,89,<=,Age,<,90,2313667,2364770,51103,0.02161028
91,0.0289389,0.00073182,0.2006099,0.20502317,0.02152571,,,90,<=,Age,<,91,2006099,2050232,44133,0.02152571
92,0.02683238,0.00058815,0.1715592,0.1752937,0.02130423,,,91,<=,Age,<,92,1715592,1752937,37345,0.02130423
93,0.02441024,0.0004653,0.14470582,0.14780157,0.0209453,,,92,<=,Age,<,93,1447058,1478016,30957,0.0209453
94,0.02199111,0.00036484,0.12033592,0.12284969,0.02046217,,,93,<=,Age,<,94,1203359,1228497,25138,0.02046217
95,0.01937743,0.00028103,0.09842435,0.10042657,0.01993714,,,94,<=,Age,<,95,984244,1004266,20022,0.01993714
96,0.07964627,0.00085244,0.07914703,0.08071154,0.01938397,,,,,Age,>=,95,791470,807115,15645,0.01938397
